track,condition_class,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,pmid,doi,figure_table,notes
Track B,Control/baseline,Golgi->canalicular trafficking regulated by p38 MAPK,NOT_REPORTED,BSEP-GFP Golgi-to-canalicular membrane transport (qualitative),p38 MAPK-dependent (qualitative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,HepG2 cells / rat hepatocyte couplets (BSEP-GFP),"live-cell GFP imaging, Golgi-release",14762791,10.1053/j.gastro.2003.11.003,Results,[Track B]; substrate_condition=p38 MAPK activation vs inhibition (SB203580); temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/14762791/; usable_for_human_wholecell=non-human/indirect proxy; Trafficking of BSEP from Golgi to canalicular membrane regulated by p38 MAP kinase; numeric rates NOT_REPORTED (body paywalled)
Track B,Control/baseline,alpha-adaptin knockdown vs control,NOT_REPORTED,BSEP internalization rate from plasma/canalicular membrane (AP2-mediated),reduced internalization / increased surface expression (qualitative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human/dog,human sandwich-cultured hepatocytes + 3xFLAG-BSEP HeLa cells,"cell-surface biotinylation, time-lapse imaging, coIP",22262466,10.1002/hep.25591,Results,"[Track B]; substrate_condition=AP2 (alpha-adaptin) RNAi; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/22262466/; usable_for_human_wholecell=human sandwich-cultured hepatocyte (partial) + HeLa proxy; AP2 mediates clathrin-dependent BSEP internalization via C-terminal tyrosine motif; alpha-adaptin RNAi inhibited internalization, raised surface BSEP + transport. Numeric internalization rate constant NOT_REPORTED in abstract"
Track B,BSEP-loss,E217G 15 umol/kg IV (acute),0.17,bile flow maximal inhibition (Mrp2 functional retrieval readout),85,% inhibition,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole animal in vivo (female rat),bile flow + Western of plasma/intracellular membranes + confocal,12029626,10.1053/jhep.2002.33327,Abstract/Results,[Track B]; substrate_condition=estradiol-17b-D-glucuronide 15 umol/kg IV; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/12029626/; usable_for_human_wholecell=rat proxy; Bile flow maximally inhibited 85% within 10 min of E217G
Track B,BSEP-loss,E217G recovery,1.25,bile flow recovery to 50% of control,50,% of control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole animal in vivo,bile flow time course,12029626,10.1053/jhep.2002.33327,Abstract/Results,[Track B]; substrate_condition=E217G 15 umol/kg IV; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/12029626/; usable_for_human_wholecell=rat proxy; Bile flow returned to 50% at 75 min; Mrp2 partial internalization at 20 min (acute) and 75 min (recovery)
Track B,BSEP-loss,E217G recovery (full),2,bile flow recovery to 100% of control,100,% of control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole animal in vivo,bile flow time course,12029626,10.1053/jhep.2002.33327,Abstract/Results,[Track B]; substrate_condition=E217G 15 umol/kg IV; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/12029626/; usable_for_human_wholecell=rat proxy; Bile flow fully recovered by 120 min; reversible retrieval/reinsertion cycle. DBcAMP pretreatment accelerated recovery
Track B,Control/baseline,E2-17G +/- colchicine pretreatment,0.33,Mrp2 canalicular retrieval timing (confocal/Western at 20 & 120 min),internalization at 20 min,min (observation),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,whole animal in vivo,confocal immunofluorescence + Western of plasma/intracellular membranes,15374814,10.1152/ajpgi.00227.2004,Results (20/120 min timepoints),[Track B]; substrate_condition=E2-17G 15 umol/kg IV +/- colchicine 1 umol/kg; temperature=37C in vivo; direct_url=https://pubmed.ncbi.nlm.nih.gov/15374814/; usable_for_human_wholecell=rat proxy; Mrp2 localization examined at 20 and 120 min after E2-17G; microtubule-dependent retrieval. Rate constant NOT_REPORTED
Track B,Control/baseline,HAX-1 depletion vs control (surface abundance),NOT_REPORTED,BSEP steady-state apical membrane level increase (HAX-1 RNAi),71,% increase,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog/rat BSEP,MDCK cells expressing BSEP,"apical surface quantification, pulse-chase",15159385,10.1074/jbc.M404337200,Abstract/Results,"[Track B]; substrate_condition=HAX-1 RNAi; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/15159385/; usable_for_human_wholecell=non-human cell line proxy; HAX-1 RNAi raised apical BSEP 71%. HAX-1 depletion did NOT change BSEP translation, post-translational modification, PM delivery, or half-life"
Track B,Control/baseline,HAX-1 depletion (metabolic labeling retention),4,apical BSEP metabolically-labeled peak time & retention,"peak at 4 h, enhanced retention at 6 and 9 h",h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog/rat BSEP,MDCK cells expressing BSEP,pulse-chase metabolic labeling of apical BSEP,15159385,10.1074/jbc.M404337200,Abstract/Results,[Track B]; substrate_condition=HAX-1 RNAi; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/15159385/; usable_for_human_wholecell=non-human cell line proxy; HAX-1/cortactin participate in BSEP internalization from apical membrane; dominant-negative cortactin or EPS15 raised steady-state apical BSEP 2-fold
Track B,Control/baseline,UDCA vs control (cell-surface BSEP),NOT_REPORTED,cell-surface-resident BSEP half-life prolongation by UDCA,prolonged (stabilization; numeric NOT_REPORTED in abstract),h,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog/human BSEP,MDCK II cells expressing BSEP,cell-surface biotinylation degradation chase,23722250,10.1007/s00535-013-0833-y,Results,[Track B]; substrate_condition=ursodeoxycholic acid; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/23722250/; usable_for_human_wholecell=non-human cell line expressing HUMAN BSEP; UDCA stabilizes BSEP in apical membrane (reduced internalization/degradation). Exact half-life values in full text (paywalled)
Track B,Control/baseline,CHMP5 knockdown vs control (temp-shift),NOT_REPORTED,post-Golgi BSEP plasma-membrane targeting (decreased on ESCRT-III perturbation),significantly decreased PM targeting (P=0.0286),qualitative/p-value,NOT_REPORTED,NOT_REPORTED,98-131 cells counted,other,human,HepG2 / Huh7 cells + hydrodynamic-injection mouse,temperature-shift assay (40C ER -> 30C Golgi -> 37C post-Golgi release) + immunostaining + subcellular fractionation,33750401,10.1186/s12929-020-00706-2,Fig 4a; Fig for R487H/N490D,"[Track B]; substrate_condition=si-CHMP5 vs si-CTL; temperature=40/30/37C sequential; direct_url=https://pubmed.ncbi.nlm.nih.gov/33750401/; usable_for_human_wholecell=human cell line + mouse in vivo proxy; ESCRT-III (CHMP5) required for post-Golgi apical BSEP sorting, preceding Rab11A-regulated apical cycling. Cholestatic mutants in CHMP5-interaction region retained at subapical compartments. Kinetic rate NOT_REPORTED (staged temp-shift, not continuous kinetics)"
Track B,Control/baseline,human cholestatic liver disease (DILI etc.),NOT_REPORTED,MRP2 endocytic retrieval / radixin colocalization (static human snapshot),"retrieval present (qualitative, static)",qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"human liver biopsy (DILI, obstructive jaundice, PSC, AIH)","immunofluorescence microscopy (MRP2/radixin/ZO-1), Scion Image",17725603,10.1111/j.1440-1746.2007.05109.x,Results,"[Track B]; substrate_condition=various cholestatic diseases; temperature=NA (fixed tissue); direct_url=https://pubmed.ncbi.nlm.nih.gov/17725603/; usable_for_human_wholecell=HUMAN (static localization; no rate); In icteric DILI, MRP2 localized outside ZO-1 (endocytic retrieval into pericanalicular compartment). Human evidence for retrieval but NO kinetic rate (single-timepoint biopsy)"
Track B,BSEP-loss,TLCA +/- silibinin,NOT_REPORTED,Bsep retrieval from canalicular membrane (prevented by silibinin),retrieval prevented by silibinin (qualitative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,isolated perfused rat liver / hepatocytes,immunofluorescence/immunoblot of canalicular Bsep,15763547,10.1016/j.bcp.2005.01.009,Results,[Track B]; substrate_condition=taurolithocholate +/- silibinin; temperature=37C perfusate; direct_url=https://pubmed.ncbi.nlm.nih.gov/15763547/; usable_for_human_wholecell=rat proxy; Silibinin prevents cholestasis (TLCA)-associated retrieval of Bsep from canalicular membrane. Kinetic rate NOT_REPORTED
Track B,BSEP-loss,TLCA-induced cholestasis,NOT_REPORTED,Bsep canalicular localization/transport function impairment (retrieval),impaired localization + function (qualitative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,isolated rat hepatocyte couplets / perfused liver,immunofluorescence + transport (cholyl-lysyl-fluorescein) function,12865277,10.1136/gut.52.8.1170,Results,[Track B]; substrate_condition=taurolithocholate; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/12865277/; usable_for_human_wholecell=rat proxy; TLCA impairs canalicular Bsep localization and transport function (endocytic retrieval). Kinetic rate NOT_REPORTED
Track B,MRP2-loss,ubiquitination role in surface BSEP vs MRP2 degradation,NOT_REPORTED,differential degradation mechanism of surface-resident BSEP and MRP2,differential (BSEP internalized+degraded via ubiquitination; MRP2 differs) - qualitative,qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,dog/human,MDCK II cells expressing human BSEP or MRP2,cell-surface biotinylation degradation chase + ubiquitination,24378332,10.1124/mol.113.091090,Results,[Track B]; substrate_condition=basal / ubiquitination modulation; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/24378332/; usable_for_human_wholecell=non-human cell line expressing HUMAN transporters; Differential roles of ubiquitination in degradation of surface BSEP vs MRP2. Exact degradation rate constants NOT_REPORTED in abstract (full text paywalled)
Track B,BSEP-loss,PFIC2 BSEP ER-associated degradation,NOT_REPORTED,"degradation of BSEP at endoplasmic reticulum (ERAD, proteasomal)",ER proteasomal degradation of mutant BSEP (qualitative),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human BSEP,cell system expressing WT/mutant BSEP,pulse-chase / degradation,18798335,10.1002/hep.22499,Results,[Track B]; substrate_condition=PFIC2 mutants vs WT; temperature=37C; direct_url=https://pubmed.ncbi.nlm.nih.gov/18798335/; usable_for_human_wholecell=human BSEP construct (indirect); Degradation of BSEP at ER in PFIC2; ERAD pathway. Kinetic rate constants NOT_REPORTED in abstract
Track C,BSEP-loss,Dasatinib 2 uM (BSEP-inhibiting TKI),8,CYP7A1 mRNA fold-change,6.2-7.8,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34794962,10.1124/jpet.121.000828,abstract (Fig in paper; values from abstract),[Track C]; substrate=none (endogenous BA synthesis); temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109172/; usable_for_human_wholecell=yes; range across concentrations; error/n NOT_REPORTED in abstract
Track C,BSEP-loss,Pazopanib (BSEP-inhibiting TKI),8,CYP7A1 mRNA fold-change,5.7-9.3,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34794962,10.1124/jpet.121.000828,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109172/; usable_for_human_wholecell=yes; range across concentrations; error/n NOT_REPORTED in abstract
Track C,BSEP-loss,"TKI (dasatinib/pazopanib/sorafenib), bile-acid-dependent tox",24,Total bile acid in culture medium (extracellular),up to 2.3,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34794962,10.1124/jpet.121.000828,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109172/; usable_for_human_wholecell=yes; error/n NOT_REPORTED in abstract
Track C,BSEP-loss,TKI (dasatinib/pazopanib/sorafenib),24,Total intracellular bile acid in SCHH,up to 1.4,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34794962,10.1124/jpet.121.000828,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109172/; usable_for_human_wholecell=yes; key intracellular BA-load datum; error/n NOT_REPORTED in abstract
Track C,BSEP-loss,TKI (dasatinib/pazopanib/sorafenib),NOT_REPORTED,NTCP protein abundance,up to 2.0,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34794962,10.1124/jpet.121.000828,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109172/; usable_for_human_wholecell=yes; uptake-transporter upregulation; error/n NOT_REPORTED
Track C,BSEP-loss,Dasatinib/pazopanib,NOT_REPORTED,Hepatocyte uptake clearance (CLuptake) of taurocholate,up to 1.4,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34794962,10.1124/jpet.121.000828,abstract,[Track C]; substrate=taurocholic acid (probe); temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9109172/; usable_for_human_wholecell=yes; error/n NOT_REPORTED
Track C,BSEP-loss,Bosentan 2.5-25 uM (BSEP/canalicular inhibitor),24,Intracellular endogenous GCDCA,NOT_REPORTED,concentration-dependent DECREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34349015,10.1124/jpet.121.000695,"abstract (numeric values in figures, paywalled)",[Track C]; substrate=endogenous + 10 uM CDCA added; temperature_C=NOT_REPORTED; url=https://doi.org/10.1124/jpet.121.000695; usable_for_human_wholecell=yes; bosentan reduced intracellular & extracellular GCDCA; shifted canalicular->sinusoidal efflux within 24h; also reduced GCDCA formation. Numeric time-course NOT_REPORTED (figures inaccessible)
Track C,BSEP-loss,Bosentan 2.5-25 uM + 10 uM CDCA,24,Intracellular CDCA,unchanged,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,sandwich-cultured human hepatocytes (SCHH),NOT_REPORTED,34349015,10.1124/jpet.121.000695,abstract,[Track C]; substrate=10 uM CDCA added to medium; temperature_C=NOT_REPORTED; url=https://doi.org/10.1124/jpet.121.000695; usable_for_human_wholecell=yes; CDCA levels not affected by bosentan
Track C,BSEP-loss,Cyclosporin A + established BA mixture,NOT_REPORTED,Intracellular deoxycholic acid (DCA) & cholic acid (CA),NOT_REPORTED,INCREASE (accumulation),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"human precision-cut liver slices (PCLS), ex vivo",LC-MS/MS intracellular BA quantification,39855581,10.1016/j.tiv.2025.106011,"abstract (numeric values in figures, paywalled)","[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.tiv.2025.106011; usable_for_human_wholecell=yes; unconjugated BAs (DCA, CA) accumulated with BA mix; CsA additionally increased TLCA; toxicity of CsA seen upon BA addition. Numeric/time-course NOT_REPORTED"
Track C,BSEP-loss,Cyclosporin A + BA mixture,NOT_REPORTED,Intracellular taurolithocholic acid (TLCA),NOT_REPORTED,INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"human precision-cut liver slices (PCLS), ex vivo",LC-MS/MS intracellular BA quantification,39855581,10.1016/j.tiv.2025.106011,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.tiv.2025.106011; usable_for_human_wholecell=yes; CsA-specific increase; numeric NOT_REPORTED
Track C,BSEP-loss,Chlorpromazine + BA mixture,NOT_REPORTED,Intracellular DCA & CA,NOT_REPORTED,INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"human precision-cut liver slices (PCLS), ex vivo",LC-MS/MS intracellular BA quantification,39855581,10.1016/j.tiv.2025.106011,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.tiv.2025.106011; usable_for_human_wholecell=yes; CPZ toxicity unaffected by BA addition; numeric NOT_REPORTED
Track C,BSEP-loss,CsA or CPZ WITHOUT BA mixture,NOT_REPORTED,Conjugated bile acids (intracellular),NOT_REPORTED,DECREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"human precision-cut liver slices (PCLS), ex vivo",LC-MS/MS intracellular BA quantification,39855581,10.1016/j.tiv.2025.106011,abstract,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.tiv.2025.106011; usable_for_human_wholecell=yes; suggests inhibition of BA metabolism by cholestatic drugs; numeric NOT_REPORTED
Track C,Control/baseline,"TJP2-KO iHep, TCA loaded apical",48,TCA leaked to basolateral (lower) chamber,~30,% of loaded TCA,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"iPSC-derived hepatocyte-like cells (iHep), TJP2-KO, Transwell",LC-MS/MS + fluorescent TCA translocation,35284810,10.1016/j.jhepr.2022.100446,Fig (body text),"[Track C]; substrate=taurocholate (TCA); temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904612/; usable_for_human_wholecell=partial (human iPSC-Hep; TJP2 deficiency, not ABCB11; measures directional BA transport not accumulation load); control iHep retained TCA apically (negligible leak); loss of bile-canalicular BA segregation"
Track C,Control/baseline,"TJP2-KO iHep, reverse transport assay",24,TCA back-leaked to apical (upper) chamber,~20,% of loaded TCA,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"iPSC-derived hepatocyte-like cells (iHep), TJP2-KO, Transwell",LC-MS/MS + fluorescent TCA translocation,35284810,10.1016/j.jhepr.2022.100446,Fig (body text),"[Track C]; substrate=taurocholate (TCA); temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904612/; usable_for_human_wholecell=partial (human iPSC-Hep; TJP2 deficiency, not ABCB11; measures directional BA transport not accumulation load); WT actively transported >90% correctly at 48h"
Track C,Control/baseline,"TJP2-KO iHep, reverse transport assay",48,TCA back-leaked to apical (upper) chamber,~40,% of loaded TCA,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"iPSC-derived hepatocyte-like cells (iHep), TJP2-KO, Transwell",LC-MS/MS + fluorescent TCA translocation,35284810,10.1016/j.jhepr.2022.100446,Fig (body text),"[Track C]; substrate=taurocholate (TCA); temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904612/; usable_for_human_wholecell=partial (human iPSC-Hep; TJP2 deficiency, not ABCB11; measures directional BA transport not accumulation load); progressive loss of directional transport"
Track C,BSEP-loss,"Chlorpromazine + BA mix, PHH spheroid",192,Cholestatic index CIx (ATP-based),NOT_REPORTED,ratio (CIx<=0.8 = cholestatic risk),mean,NOT_REPORTED,NOT_REPORTED,HepaRG,human,3D spheroids: primary human hepatocytes (PHH) & HepaRG,cellular ATP content -> cholestatic index (CIx),27759057,10.1038/srep35434,abstract/Fig (specific CIx numeric NOT fully extractable from text),"[Track C]; substrate=drug +/- concentrated bile-acid mixture; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5069690/; usable_for_human_wholecell=partial (human PHH/HepaRG spheroids; endpoint = ATP viability ratio, day-scale, not intracellular BA curve); 8-day repeated exposure; synergistic BA toxicity more pronounced at 14 days"
Track C,BSEP-loss,"Chlorpromazine + BA mix, HepaRG spheroid",336,Cholestatic index CIx (ATP-based),0.66,ratio,mean,0.03,NOT_REPORTED,HepaRG,human,3D spheroids: primary human hepatocytes (PHH) & HepaRG,cellular ATP content -> cholestatic index (CIx),27759057,10.1038/srep35434,body text,"[Track C]; substrate=drug +/- concentrated bile-acid mixture; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5069690/; usable_for_human_wholecell=partial (human PHH/HepaRG spheroids; endpoint = ATP viability ratio, day-scale, not intracellular BA curve); 14-day repeated exposure; CIx=0.66+/-0.03 -> cholestatic risk only after 14d"
Track C,BSEP-loss,Cyclosporin A / bosentan +/- 30x BA mix,24,Total ATP content (viability),NOT_REPORTED,RLU / % control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,"HepaRG cells (2D), repeated-dose",ATP content (ATPlite) -> CIx,34681664,10.3390/ijms222011005,"Figs (numeric values in figures, paywalled)","[Track C]; substrate=drug +/- 30x concentrated BA mix; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537720/; usable_for_human_wholecell=partial (HepaRG line, not primary; endpoint ATP at day-scale); ATP measured at 1 day; 30x BA mix = 39.6 uM GCDCA + others; numeric NOT_REPORTED"
Track C,BSEP-loss,Cyclosporin A / bosentan +/- 30x BA mix,168,Total ATP content (viability),NOT_REPORTED,RLU / % control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,"HepaRG cells (2D), repeated-dose",ATP content (ATPlite) -> CIx,34681664,10.3390/ijms222011005,"Figs (numeric values in figures, paywalled)","[Track C]; substrate=drug +/- 30x concentrated BA mix; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537720/; usable_for_human_wholecell=partial (HepaRG line, not primary; endpoint ATP at day-scale); ATP measured at 7 days; 30x BA mix = 39.6 uM GCDCA + others; numeric NOT_REPORTED"
Track C,BSEP-loss,Cyclosporin A / bosentan +/- 30x BA mix,336,Total ATP content (viability),NOT_REPORTED,RLU / % control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,"HepaRG cells (2D), repeated-dose",ATP content (ATPlite) -> CIx,34681664,10.3390/ijms222011005,"Figs (numeric values in figures, paywalled)","[Track C]; substrate=drug +/- 30x concentrated BA mix; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537720/; usable_for_human_wholecell=partial (HepaRG line, not primary; endpoint ATP at day-scale); ATP measured at 14 days; 30x BA mix = 39.6 uM GCDCA + others; numeric NOT_REPORTED"
Track C,BSEP-loss,Cyclosporin A / bosentan +/- 30x BA mix,504,Total ATP content (viability),NOT_REPORTED,RLU / % control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,"HepaRG cells (2D), repeated-dose",ATP content (ATPlite) -> CIx,34681664,10.3390/ijms222011005,"Figs (numeric values in figures, paywalled)","[Track C]; substrate=drug +/- 30x concentrated BA mix; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537720/; usable_for_human_wholecell=partial (HepaRG line, not primary; endpoint ATP at day-scale); ATP measured at 21 days; 30x BA mix = 39.6 uM GCDCA + others; numeric NOT_REPORTED"
Track C,BSEP-loss,Cyclosporin A / bosentan +/- 30x BA mix,672,Total ATP content (viability),NOT_REPORTED,RLU / % control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,"HepaRG cells (2D), repeated-dose",ATP content (ATPlite) -> CIx,34681664,10.3390/ijms222011005,"Figs (numeric values in figures, paywalled)","[Track C]; substrate=drug +/- 30x concentrated BA mix; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537720/; usable_for_human_wholecell=partial (HepaRG line, not primary; endpoint ATP at day-scale); ATP measured at 28 days; 30x BA mix = 39.6 uM GCDCA + others; numeric NOT_REPORTED"
Track C,BSEP-loss,Hydrophobic bile acids,NOT_REPORTED,Mitochondrial ROS generation & permeability transition (MPT),NOT_REPORTED,qualitative INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,isolated human hepatic mitochondria,NOT_REPORTED,16056106,10.1097/01.mpg.0000170600.80640.88,"abstract (numeric in figures, paywalled)","[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://doi.org/10.1097/01.mpg.0000170600.80640.88; usable_for_human_wholecell=partial (human, but isolated mitochondria not whole hepatocyte); human hepatic mitochondria generate ROS and undergo MPT in response to hydrophobic BAs; numeric/time-course NOT_REPORTED"
Track C,BSEP-loss,GCDCA 50 uM,NOT_REPORTED,Caspase-3 activity (apoptosis),NOT_REPORTED,INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,caspase-3 activity assay,34979142,10.1016/j.taap.2021.115858,abstract (numeric in figures),[Track C]; substrate=GCDCA 50 uM; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.taap.2021.115858; usable_for_human_wholecell=no (rat); GCDCA-induced apoptosis; numeric/time-course NOT_REPORTED
Track C,BSEP-loss,GCDCA 50 uM,NOT_REPORTED,Necrosis (Sytox green),NOT_REPORTED,INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,Sytox green,34979142,10.1016/j.taap.2021.115858,abstract,[Track C]; substrate=GCDCA 50 uM; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.taap.2021.115858; usable_for_human_wholecell=no (rat); numeric NOT_REPORTED
Track C,BSEP-loss,GCDCA 50 uM,NOT_REPORTED,ROS production,NOT_REPORTED,INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,fluorescence ROS assay,34979142,10.1016/j.taap.2021.115858,abstract,[Track C]; substrate=GCDCA 50 uM; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.taap.2021.115858; usable_for_human_wholecell=no (rat); numeric NOT_REPORTED
Track C,BSEP-loss,GCDCA 50 uM,NOT_REPORTED,ER-stress markers (qPCR) & JNK phosphorylation,NOT_REPORTED,INCREASE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,qPCR / Western blot,34979142,10.1016/j.taap.2021.115858,abstract,[Track C]; substrate=GCDCA 50 uM; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.taap.2021.115858; usable_for_human_wholecell=no (rat); specific markers (CHOP/BiP not named in abstract); numeric NOT_REPORTED
Track C,BSEP-loss,GCDCA (hydrophobic bile acid),NOT_REPORTED,ER-stress-mediated apoptosis,NOT_REPORTED,qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,apoptosis assays,16860497,10.1016/j.toxlet.2006.06.006,abstract (numeric in figures),[Track C]; substrate=GCDCA; temperature_C=NOT_REPORTED; url=https://doi.org/10.1016/j.toxlet.2006.06.006; usable_for_human_wholecell=no (rat); GCDCA-induced apoptosis in rat hepatocytes involves the endoplasmic reticulum; numeric/time-course NOT_REPORTED
Track C,BSEP-loss,bile salt (toxic hydrophobic BA),NOT_REPORTED,NADPH oxidase isoform activation / apoptosis,NOT_REPORTED,qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,rat hepatocytes,apoptosis / NADPH oxidase,16344068,10.1053/j.gastro.2005.09.023,abstract,[Track C]; substrate=bile salt; temperature_C=NOT_REPORTED; url=https://doi.org/10.1053/j.gastro.2005.09.023; usable_for_human_wholecell=no (rat); bile-salt-induced apoptosis involves NADPH oxidase activation (oxidative-stress mechanism); numeric NOT_REPORTED
