track,category,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,substrate_condition,temperature,pmid,doi,url,figure_table,usable_for_human_wholecell,notes
Division probability,Human hepatocyte division probabilities,Fulminant hepatitis,NOT_REPORTED,PCNA labeling index (hepatocyte),45.9,% nuclei,mean,NOT_REPORTED,4,human,human,liver tissue (archival paraffin),PCNA IHC (mAb 19F4),fulminant hepatitis,NOT_REPORTED,1372584,10.1002/hep.1840150426,https://pubmed.ncbi.nlm.nih.gov/1372584/,Abstract/Results,human-primary (stimulated/injury),NS vs nonfulminant
Division probability,Human hepatocyte division probabilities,Normal human liver,NOT_REPORTED,Ki-67 labeling index (hepatocyte),2.5,labeling index (per Results),mean,SD 3.2,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (baseline),baseline quiescent
Division probability,Human hepatocyte division probabilities,Inactive cirrhosis,NOT_REPORTED,Ki-67 labeling index (hepatocyte),1.4,labeling index (per Results),mean,SD 3.1,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (disease),low proliferation
Division probability,Human hepatocyte division probabilities,Mild chronic hepatitis,NOT_REPORTED,Ki-67 labeling index (hepatocyte),29,labeling index (per Results),mean,SD 25,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (disease),injury-stimulated
Division probability,Human hepatocyte division probabilities,Severe chronic hepatitis,NOT_REPORTED,Ki-67 labeling index (hepatocyte),41,labeling index (per Results),mean,SD 40,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (disease),injury-stimulated
Division probability,Human hepatocyte division probabilities,Hepatocellular carcinoma,NOT_REPORTED,Ki-67 labeling index (hepatocyte),71,labeling index (per Results),mean,SD 61,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,"human-primary (tumor, not normal)",tumor
Division probability,Human hepatocyte division probabilities,Adult human liver (normal),NOT_REPORTED,Polyploid hepatocyte fraction,~50,% of hepatocytes,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,isolated primary hepatocytes/liver,cited (Duncan & Grompe unpubl. within paper),normal adult liver,NOT_REPORTED,22057114,10.1053/j.gastro.2011.10.029,https://pubmed.ncbi.nlm.nih.gov/22057114/,Introduction (text),human-primary (ploidy composition),~80-90% in adult mouse for comparison
Division probability,Human hepatocyte division probabilities,Normal human hepatocytes,NOT_REPORTED,Aneuploid fraction (karyotyping),25-50,% of cells,range,NOT_REPORTED,NOT_REPORTED,human,human,primary hepatocytes (karyotype),metaphase karyotyping,healthy donors,NOT_REPORTED,22057114,10.1053/j.gastro.2011.10.029,https://pubmed.ncbi.nlm.nih.gov/22057114/,Fig 1 / Suppl Table 1,"human-primary (genome diversity, indirect)",Numerical aneuploidy
Division probability,Human hepatocyte division probabilities,Human hepatocytes engrafted (>75%),NOT_REPORTED,"Aneuploid fraction (hepatocyte-specific, FISH)",15-29,% aneuploid metaphases,range,NOT_REPORTED,2 donors,human,human,hepatocytes engrafted in mice,FISH karyotype,engrafted human hepatocytes,NOT_REPORTED,22057114,10.1053/j.gastro.2011.10.029,https://pubmed.ncbi.nlm.nih.gov/22057114/,Fig 1A,human-primary (indirect proxy),Hepatocyte-specific aneuploidy
Division probability,Human hepatocyte division probabilities,Normal human hepatocytes (extrapolated),NOT_REPORTED,"Mean aneuploidy (22 autosomes, Bayesian)",58,% (range 31-91),mean,range 31-91%,NOT_REPORTED,human,human,primary hepatocytes (FISH 6 probes),interphase FISH + Bayesian model,postnatal life,NOT_REPORTED,22057114,10.1053/j.gastro.2011.10.029,https://pubmed.ncbi.nlm.nih.gov/22057114/,Suppl Fig 3,"human-primary (genome diversity, indirect)",Constant across age
Division probability,Human hepatocyte division probabilities,Liver regeneration (post-transplant IR injury),NOT_REPORTED,Mcm-2+ hepatocytes (in cycle),26.4,% hepatocytes,mean,NOT_REPORTED,15,human,human,liver biopsy,Mcm-2 IHC,regenerating liver,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (regeneration; cell-cycle entry),Negligible Mcm-2 in normal liver
Division probability,Human hepatocyte division probabilities,Chronic HCV infection,NOT_REPORTED,Mcm-2+ hepatocytes (in cycle),13,% hepatocytes,mean,NOT_REPORTED,70,human,human,liver biopsy,Mcm-2 IHC,chronic HCV,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (disease),NOT_REPORTED
Division probability,Human hepatocyte division probabilities,Liver regeneration (post-IR),NOT_REPORTED,Cyclin A+ (S-phase) hepatocytes,16.3,% hepatocytes,mean,NOT_REPORTED,15,human,human,liver biopsy,cyclin A IHC,regenerating liver,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (regeneration S-phase),vs 3% in HCV
Division probability,Human hepatocyte division probabilities,Chronic HCV infection,NOT_REPORTED,Cyclin A+ (S-phase) hepatocytes,3,% hepatocytes,mean,NOT_REPORTED,70,human,human,liver biopsy,cyclin A IHC,chronic HCV,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (disease),G1 arrest
Division probability,Human hepatocyte division probabilities,Liver regeneration (post-IR),NOT_REPORTED,Phospho-histone H3+ (mitotic index),3.8,% hepatocytes,mean,NOT_REPORTED,15,human,human,liver biopsy,phospho-H3 IHC,regenerating liver,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (regeneration mitotic index),vs 0% in HCV
Division probability,Human hepatocyte division probabilities,Chronic HCV infection,NOT_REPORTED,Phospho-histone H3+ (mitotic index),0,% hepatocytes,mean,NOT_REPORTED,70,human,human,liver biopsy,phospho-H3 IHC,chronic HCV,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (disease),No mitoses
Division probability,Human hepatocyte division probabilities,Liver regeneration (post-IR),NOT_REPORTED,Cyclin B1+ (G2) hepatocytes,2.3,% hepatocytes,mean,NOT_REPORTED,15,human,human,liver biopsy,cyclin B1 IHC,regenerating liver,NOT_REPORTED,15633121,10.1053/j.gastro.2004.09.076,https://pubmed.ncbi.nlm.nih.gov/15633121/,Abstract/Results,human-primary (regeneration),vs 0.4% in HCV
Division probability,Human hepatocyte division probabilities,"Normal human hepatocytes, long-term culture (>60 passages)",NOT_REPORTED,Doubling time,~25,hours,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,cultured normal hepatocytes (cholecystectomy),growth curve DFH+GF,"in vitro, GF-dependent",NOT_REPORTED,1307311,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/1307311/,Abstract,human in vitro (heteroploid culture; proxy),"Adapted long-term line, not fresh PHH"
Division probability,Human hepatocyte division probabilities,"Normal human hepatocytes, long-term culture",NOT_REPORTED,Peak mitotic index,~4,%,peak,NOT_REPORTED,NOT_REPORTED,human,human,cultured normal hepatocytes,mitotic index counting,in vitro,NOT_REPORTED,1307311,NOT_REPORTED,https://pubmed.ncbi.nlm.nih.gov/1307311/,Abstract,human in vitro (proxy),NOT_REPORTED
Division probability,Human hepatocyte division probabilities,60% partial hepatectomy,504-720,Proliferation peak timing (Ki-67/PCNA/mitotic index),peak days 21-30,post-op days,NOT_REPORTED,NOT_REPORTED,2,human,non-human primate (Macaca mulatta),in vivo hepatectomy,"Ki-67, PCNA IHC, mitotic index",60% hepatectomy,NOT_REPORTED,12399229,10.1016/s0168-8278(02)00262-3,https://pubmed.ncbi.nlm.nih.gov/12399229/,Abstract/Results,non-human primate proxy (regeneration kinetics),Minimal regen for 30% hepatectomy/controls
Division probability,Human hepatocyte division probabilities,Isolated human hepatocytes + rh-HGF,NOT_REPORTED,DNA synthesis (3H-thymidine),NOT_REPORTED,dose-dependent increase (absolute % NOT_REPORTED),NOT_REPORTED,NOT_REPORTED,36 patients (sera),human,human,isolated primary human hepatocytes,3H-thymidine incorporation,rh-HGF in vitro,NOT_REPORTED,15359093,10.1159/000079915,https://pubmed.ncbi.nlm.nih.gov/15359093/,Abstract,"human-primary in vitro (relative, not absolute)",Absolute division probability not reported
Division probability,Human hepatocyte division probabilities,Human NASH biopsy,NOT_REPORTED,Hepatocyte ploidy alteration (highly polyploid mononuclear),NOT_REPORTED,altered vs control (absolute % NOT_REPORTED in accessible text),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,NASH liver biopsy,ploidy quantification,NASH vs control,NOT_REPORTED,25621497,10.1172/JCI73957,https://pubmed.ncbi.nlm.nih.gov/25621497/,Human panel figure,human (disease ploidy shift; qualitative),Quantitative fractions primarily in mouse model
